file order;h;V;C;x;y;Y;X_C;Y_C;Z_C;X_D65;Y_D65;Z_D65;R;G;B;dR;dG;dB
824;5R;4;8;0,469;0,3209;12;0,1754;0,12;0,0786;0,1725;0,1198;0,0722;0,617;0,273;0,2752;157;70;70
825;5R;4;10;0,5043;0,3176;12;0,1905;0,12;0,0673;0,1877;0,1197;0,0619;0,6603;0,2353;0,2514;168;60;64
826;5R;4;12;0,5385;0,3129;12;0,2065;0,12;0,057;0,2038;0,1196;0,0524;0,7018;0,1864;0,2274;179;48;58
827;5R;4;14;0,5734;0,3057;12;0,2251;0,12;0,0475;0,2225;0,1195;0,0436;0,7455;0,1022;0,2031;190;26;52
830;7.5R;4;2;0,3538;0,3236;12;0,1312;0,12;0,1196;0,1278;0,12;0,1101;0,4552;0,3588;0,3475;116;91;89
831;7.5R;4;4;0,399;0,33;12;0,1451;0,12;0,0985;0,142;0,12;0,0907;0,5173;0,334;0,3119;132;85;80
832;7.5R;4;6;0,4415;0,334;12;0,1586;0,12;0,0807;0,1557;0,1199;0,0742;0,5687;0,3078;0,2776;145;78;71
833;7.5R;4;8;0,485;0,3359;12;0,1733;0,12;0,064;0,1705;0,1199;0,0588;0,6172;0,2763;0,2406;157;70;61
834;7.5R;4;10;0,5235;0,3351;12;0,1875;0,12;0,0506;0,1849;0,1198;0,0465;0,659;0,2415;0,206;168;62;53
835;7.5R;4;12;0,5603;0,3321;12;0,2025;0,12;0,0389;0,2;0,1197;0,0357;0,6988;0,1974;0,1696;178;50;43
836;7.5R;4;14;0,5959;0,3269;12;0,2187;0,12;0,0283;0,2164;0,1196;0,0259;0,7382;0,1324;0,1287;188;34;33
840;10R;4;2;0,3582;0,3294;12;0,1305;0,12;0,1138;0,1272;0,12;0,1047;0,4559;0,3595;0,3377;116;92;86
841;10R;4;4;0,4078;0,3412;12;0,1434;0,12;0,0883;0,1404;0,12;0,0812;0,517;0,3362;0,2916;132;86;74
842;10R;4;6;0,4535;0,35;12;0,1555;0,12;0,0674;0,1527;0,12;0,0619;0,5653;0,3127;0,2465;144;80;63
843;10R;4;8;0,4995;0,3557;12;0,1685;0,12;0,0489;0,166;0,12;0,0449;0,6106;0,2852;0,197;156;73;50
844;10R;4;10;0,5418;0,358;12;0,1816;0,12;0,0336;0,1792;0,1199;0,0308;0,6508;0,2542;0,1431;166;65;36
845;10R;4;12;0,5801;0,3588;12;0,194;0,12;0,0204;0,1918;0,1199;0,0187;0,6857;0,2204;0,0697;175;56;18
848;2.5YR;4;2;0,3624;0,3367;12;0,1292;0,12;0,1072;0,1259;0,1201;0,0987;0,4546;0,3612;0,3261;116;92;83
849;2.5YR;4;4;0,4141;0,3539;12;0,1404;0,12;0,0787;0,1375;0,1201;0,0723;0,5117;0,3407;0,2709;130;87;69
850;2.5YR;4;6;0,4612;0,3674;12;0,1506;0,12;0,056;0,148;0,1201;0,0514;0,5559;0,3209;0,2154;142;82;55
851;2.5YR;4;8;0,5071;0,3777;12;0,1611;0,12;0,0366;0,1587;0,1201;0,0336;0,5953;0,2993;0,1509;152;76;38
852;2.5YR;4;10;0,5475;0,3856;12;0,1704;0,12;0,0208;0,1682;0,1201;0,019;0,627;0,2787;0,0607;160;71;15
854;5YR;4;2;0,3651;0,3442;12;0,1273;0,12;0,1013;0,1242;0,1201;0,0933;0,4507;0,3638;0,3152;115;93;80
855;5YR;4;4;0,4187;0,3679;12;0,1366;0,12;0,0696;0,1338;0,1202;0,064;0,5032;0,3465;0,2493;128;88;64
856;5YR;4;6;0,4651;0,3859;12;0,1446;0,12;0,0463;0,1422;0,1202;0,0425;0,5417;0,331;0,1841;138;84;47
857;5YR;4;8;0,507;0,3994;12;0,1523;0,12;0,0281;0,1501;0,1202;0,0258;0,5737;0,3156;0,1064;146;80;27
860;7.5YR;4;2;0,3662;0,3504;12;0,1254;0,12;0,0971;0,1223;0,1202;0,0893;0,4458;0,3664;0,3069;114;93;78
861;7.5YR;4;4;0,4208;0,3809;12;0,1326;0,12;0,0625;0,1299;0,1203;0,0574;0,4929;0,3526;0,2304;126;90;59
862;7.5YR;4;6;0,4655;0,4029;12;0,1386;0,12;0,0392;0,1363;0,1203;0,036;0,5259;0,3409;0,1562;134;87;40
863;7.5YR;4;8;0,5038;0,4204;12;0,1438;0,12;0,0216;0,1417;0,1204;0,0198;0,5509;0,3306;0,0533;140;84;14
865;10YR;4;2;0,366;0,359;12;0,1223;0,12;0,0919;0,1193;0,1202;0,0846;0,4364;0,3709;0,2965;111;95;76
866;10YR;4;4;0,4189;0,3948;12;0,1273;0,12;0,0566;0,1248;0,1203;0,052;0,477;0,3607;0,2133;122;92;54
867;10YR;4;6;0,4618;0,4213;12;0,1315;0,12;0,0333;0,1293;0,1204;0,0305;0,5049;0,3523;0,1279;129;90;33
870;2.5Y;4;2;0,3633;0,3654;12;0,1193;0,12;0,0891;0,1164;0,1202;0,082;0,4254;0,3753;0,2904;108;96;74
871;2.5Y;4;4;0,4138;0,4076;12;0,1218;0,12;0,0526;0,1193;0,1204;0,0483;0,4584;0,3691;0,2001;117;94;51
872;2.5Y;4;6;0,4542;0,4391;12;0,1241;0,12;0,0292;0,1219;0,1205;0,0267;0,4806;0,364;0,1027;123;93;26
875;5Y;4;2;0,359;0,3701;12;0,1164;0,12;0,0878;0,1135;0,1203;0,0808;0,4135;0,3796;0,2875;105;97;73
876;5Y;4;4;0,4069;0,4188;12;0,1166;0,12;0,0499;0,1141;0,1205;0,0459;0,439;0,3769;0,1907;112;96;49
877;5Y;4;6;0,4451;0,455;12;0,1174;0,12;0,0263;0,1152;0,1206;0,0241;0,4566;0,3742;0,081;116;95;21
879;7.5Y;4;2;0,3542;0,3727;12;0,114;0,12;0,0879;0,1111;0,1203;0,0809;0,4027;0,3831;0,2874;103;98;73
880;7.5Y;4;4;0,3982;0,4272;12;0,1119;0,12;0,049;0,1094;0,1205;0,045;0,4194;0,384;0,1867;107;98;48
881;7.5Y;4;6;0,4331;0,4688;12;0,1109;0,12;0,0251;0,1087;0,1206;0,023;0,4308;0,3839;0,0679;110;98;17
883;10Y;4;2;0,3436;0,3732;12;0,1105;0,12;0,0911;0,1075;0,1203;0,0838;0,3836;0,3886;0,2934;98;99;75
884;10Y;4;4;0,3871;0,4321;12;0,1075;0,12;0,0502;0,1051;0,1205;0,0461;0,399;0,3904;0,1898;102;100;48
885;10Y;4;6;0,419;0,4795;12;0,1049;0,12;0,0254;0,1027;0,1207;0,0233;0,4042;0,3927;0,0673;103;100;17
887;2.5GY;4;2;0,3382;0,3706;12;0,1095;0,12;0,0943;0,1065;0,1203;0,0867;0,3764;0,3902;0,2997;96;100;76
888;2.5GY;4;4;0,3708;0,4329;12;0,1028;0,12;0,0544;0,1003;0,1206;0,05;0,3731;0,3974;0,2023;95;101;52
889;2.5GY;4;6;0,3968;0,4857;12;0,098;0,12;0,029;0,0959;0,1207;0,0266;0,3685;0,4026;0,092;94;103;23
891;5GY;4;2;0,3312;0,3678;12;0,1081;0,12;0,0982;0,105;0,1203;0,0904;0,366;0,3925;0,3071;93;100;78
892;5GY;4;4;0,3538;0,4284;12;0,0991;0,12;0,061;0,0965;0,1206;0,0561;0,3484;0,403;0,2211;89;103;56
893;5GY;4;6;0,3718;0,4852;12;0,092;0,12;0,0354;0,0897;0,1208;0,0324;0,33;0,4113;0,1266;84;105;32
896;7.5GY;4;2;0,3185;0,3604;12;0,106;0,12;0,1069;0,1029;0,1203;0,0984;0,3483;0,3959;0,3231;89;101;82
897;7.5GY;4;4;0,3281;0,4157;12;0,0947;0,12;0,074;0,092;0,1205;0,068;0,3112;0,4098;0,2538;79;104;65
898;7.5GY;4;6;0,3355;0,4739;12;0,085;0,12;0,0483;0,0826;0,1208;0,0443;0,2714;0,4214;0,1786;69;107;46
899;7.5GY;4;8;0,34;0,5348;12;0,0763;0,12;0,0281;0,0742;0,1209;0,0257;0,2257;0,4315;0,0757;58;110;19
902;10GY;4;2;0,3109;0,355;12;0,1051;0,12;0,1129;0,1019;0,1203;0,1039;0,3378;0,3976;0,3336;86;101;85
903;10GY;4;4;0,31;0,4018;12;0,0926;0,12;0,0861;0,0897;0,1205;0,0792;0,2849;0,4133;0,2808;73;105;72
904;10GY;4;6;0,3069;0,455;12;0,0809;0,12;0,0628;0,0784;0,1207;0,0577;0,2199;0,4274;0,2231;56;109;57
905;10GY;4;8;0,3008;0,5095;12;0,0708;0,12;0,0447;0,0685;0,1209;0,041;0,1324;0,4393;0,1622;34;112;41
910;2.5G;4;2;0,3012;0,347;12;0,1042;0,12;0,1217;0,1008;0,1202;0,112;0,3247;0,3994;0,3483;83;102;89
911;2.5G;4;4;0,2891;0,3821;12;0,0908;0,12;0,1033;0,0877;0,1204;0,095;0,252;0,4167;0,3147;64;106;80
912;2.5G;4;6;0,2735;0,4215;12;0,0779;0,12;0,0868;0,075;0,1206;0,0799;0,1419;0,4327;0,2806;36;110;72
923;5G;4;2;0,2959;0,3417;12;0,1039;0,12;0,1273;0,1005;0,1202;0,1171;0,318;0,4001;0,3573;81;102;91
924;5G;4;4;0,2781;0,3704;12;0,0901;0,12;0,1139;0,0869;0,1204;0,1048;0,2326;0,4182;0,3337;59;107;85
925;5G;4;6;0,2581;0,3992;12;0,0776;0,12;0,103;0,0745;0,1206;0,0948;0,0926;0,4339;0,3128;24;111;80
936;7.5G;4;2;0,2919;0,3371;12;0,1039;0,12;0,1321;0,1004;0,1202;0,1216;0,3135;0,4004;0,3649;80;102;93
937;7.5G;4;4;0,2702;0,3602;12;0,09;0,12;0,1231;0,0867;0,1203;0,1133;0,2191;0,4189;0,3493;56;107;89
938;7.5G;4;6;0,2467;0,3822;12;0,0775;0,12;0,1165;0,0742;0,1205;0,1072;0,0213;0,4348;0,337;5;111;86
949;10G;4;2;0,288;0,3327;12;0,1039;0,12;0,1368;0,1003;0,1202;0,1259;0,3088;0,4007;0,3722;79;102;95
950;10G;4;4;0,2628;0,3498;12;0,0902;0,12;0,1329;0,0867;0,1203;0,1223;0,206;0,4192;0,3649;53;107;93
962;2.5BG;4;2;0,284;0,327;12;0,1042;0,12;0,1428;0,1006;0,1201;0,1314;0,3052;0,4006;0,3811;78;102;97
963;2.5BG;4;4;0,2552;0,3375;12;0,0907;0,12;0,1448;0,0871;0,1202;0,1333;0,1931;0,4191;0,383;49;107;98
974;5BG;4;2;0,2799;0,3208;12;0,1047;0,12;0,1494;0,101;0,1201;0,1375;0,3018;0,4003;0,3908;77;102;100
975;5BG;4;4;0,248;0,3232;12;0,0921;0,12;0,1592;0,0883;0,1202;0,1466;0,1837;0,4181;0,4035;47;107;103
984;7.5BG;4;2;0,2764;0,3148;12;0,1054;0,12;0,1558;0,1016;0,12;0,1435;0,2997;0,3998;0,3999;76;102;102
985;7.5BG;4;4;0,2429;0,3108;12;0,0938;0,12;0,1723;0,0898;0,1201;0,1587;0,1804;0,4166;0,4212;46;106;107
993;10BG;4;2;0,274;0,3091;12;0,1064;0,12;0,1619;0,1025;0,12;0,149;0,3003;0,3987;0,4083;77;102;104
994;10BG;4;4;0,2384;0,2984;12;0,0959;0,12;0,1863;0,0917;0,12;0,1715;0,1801;0,4146;0,4391;46;106;112
1001;2.5B;4;2;0,2727;0,3038;12;0,1077;0,12;0,1673;0,1038;0,12;0,154;0,3037;0,3971;0,4157;77;101;106
1002;2.5B;4;4;0,236;0,2872;12;0,0986;0,12;0,1992;0,0943;0,1199;0,1835;0,1888;0,4116;0,455;48;105;116
1009;5B;4;2;0,2723;0,2992;12;0,1092;0,12;0,1719;0,1052;0,1199;0,1582;0,3088;0,3953;0,4218;79;101;108
1010;5B;4;4;0,2363;0,2782;12;0,1019;0,12;0,2094;0,0975;0,1198;0,1929;0,2075;0,4077;0,4671;53;104;119
1016;7.5B;4;2;0,2733;0,2947;12;0,1113;0,12;0,1759;0,1072;0,1199;0,162;0,3179;0,3926;0,4272;81;100;109
1017;7.5B;4;4;0,2388;0,2704;12;0,106;0,12;0,2178;0,1014;0,1197;0,2006;0,2334;0,4026;0,4769;60;103;122
1018;7.5B;4;6;0,2102;0,247;12;0,1021;0,12;0,2637;0,097;0,1195;0,2429;0,0953;0,4105;0,5248;24;105;134
1023;10B;4;2;0,2753;0,291;12;0,1135;0,12;0,1788;0,1094;0,1199;0,1647;0,3287;0,3895;0,4311;84;99;110
1024;10B;4;4;0,2429;0,2648;12;0,1101;0,12;0,2231;0,1054;0,1197;0,2055;0,2605;0,3971;0,483;66;101;123
1025;10B;4;6;0,2157;0,2407;12;0,1075;0,12;0,271;0,1023;0,1195;0,2496;0,1653;0,4035;0,5323;42;103;136
1031;2.5PB;4;2;0,2782;0,2876;12;0,1161;0,12;0,1812;0,1119;0,1198;0,1668;0,3413;0,3859;0,4342;87;98;111
1032;2.5PB;4;4;0,2487;0,2597;12;0,1149;0,12;0,2272;0,1102;0,1196;0,2092;0,2911;0,3904;0,4877;74;100;124
1033;2.5PB;4;6;0,2235;0,2343;12;0,1145;0,12;0,2777;0,1091;0,1194;0,2558;0,228;0,3941;0,5392;58;100;137
1034;2.5PB;4;8;0,1995;0,2094;12;0,1143;0,12;0,3387;0,1082;0,1191;0,3121;0,1117;0,398;0,594;28;101;151
1040;5PB;4;2;0,2816;0,2842;12;0,1189;0,12;0,1833;0,1147;0,1198;0,1688;0,355;0,3819;0,4371;91;97;111
1041;5PB;4;4;0,2562;0,256;12;0,1201;0,12;0,2287;0,1153;0,1195;0,2106;0,3227;0,3829;0,4897;82;98;125
1042;5PB;4;6;0,2325;0,23;12;0,1213;0,12;0,2804;0,1159;0,1193;0,2583;0,2792;0,3844;0,5422;71;98;138
1043;5PB;4;8;0,2103;0,205;12;0,1231;0,12;0,3423;0,1169;0,119;0,3153;0,2172;0,3856;0,5974;55;98;152
1044;5PB;4;10;0,1925;0,1843;12;0,1253;0,12;0,4058;0,1183;0,1186;0,3739;0,1265;0,3862;0,6481;32;98;165
1050;7.5PB;4;2;0,2861;0,2819;12;0,1218;0,12;0,1839;0,1176;0,1198;0,1693;0,3697;0,3776;0,438;94;96;112
1051;7.5PB;4;4;0,2657;0,2528;12;0,1261;0,12;0,2286;0,1214;0,1195;0,2105;0,3569;0,3739;0,49;91;95;125
1052;7.5PB;4;6;0,2471;0,2266;12;0,1309;0,12;0,2787;0,1254;0,1192;0,2567;0,3411;0,3698;0,5411;87;94;138
1053;7.5PB;4;8;0,2304;0,2023;12;0,1367;0,12;0,3365;0,1305;0,1189;0,31;0,3239;0,3646;0,5932;83;93;151
1054;7.5PB;4;10;0,2158;0,1811;12;0,143;0,12;0,3996;0,136;0,1185;0,3682;0,3036;0,3587;0,6442;77;91;164
1055;7.5PB;4;12;0,2037;0,1629;12;0,1501;0,12;0,4666;0,1422;0,1181;0,4299;0,2826;0,3518;0,6931;72;90;177
1056;7.5PB;4;14;0,1941;0,1468;12;0,1587;0,12;0,5388;0,1499;0,1177;0,4964;0,2654;0,3425;0,7413;68;87;189
1057;7.5PB;4;16;0,1861;0,1316;12;0,1697;0,12;0,6222;0,1598;0,1171;0,5733;0,2526;0,3295;0,7924;64;84;202
1058;7.5PB;4;18;0,1798;0,1185;12;0,1821;0,12;0,7106;0,171;0,1166;0,6548;0,244;0,3136;0,8422;62;80;215
1059;7.5PB;4;20;0,1742;0,1058;12;0,1976;0,12;0,8166;0,1851;0,1159;0,7526;0,2389;0,2919;0,8973;61;74;229
1060;7.5PB;4;22;0,1713;0,098;12;0,2098;0,12;0,8947;0,1963;0,1154;0,8245;0,2416;0,2729;0,9352;62;70;238
1061;7.5PB;4;24;0,1684;0,0899;12;0,2248;0,12;0,99;0,2101;0,1148;0,9124;0,2461;0,247;0,9789;63;63;250
1062;7.5PB;4;26;0,1659;0,0825;12;0,2413;0,12;1,0932;0,2252;0,1141;1,0075;0,253;0,2141;1;65;55;255
1063;10PB;4;2;0,2911;0,2804;12;0,1246;0,12;0,1834;0,1204;0,1197;0,1689;0,384;0,3733;0,4376;98;95;112
1064;10PB;4;4;0,2759;0,2522;12;0,1313;0,12;0,2245;0,1266;0,1195;0,2068;0,3862;0,3656;0,4859;98;93;124
1065;10PB;4;6;0,2618;0,2263;12;0,1388;0,12;0,2714;0,1335;0,1192;0,25;0,3882;0,3568;0,5345;99;91;136
1066;10PB;4;8;0,2497;0,2038;12;0,147;0,12;0,3218;0,141;0,1188;0,2964;0,3908;0,3468;0,5811;100;88;148
1067;10PB;4;10;0,2388;0,1837;12;0,156;0,12;0,3772;0,1493;0,1185;0,3476;0,3934;0,3354;0,6274;100;86;160
1068;10PB;4;12;0,2298;0,1659;12;0,1662;0,12;0,4371;0,1587;0,1181;0,4027;0,3987;0,3217;0,673;102;82;172
1069;10PB;4;14;0,222;0,1503;12;0,1772;0,12;0,5012;0,1689;0,1177;0,4618;0,4047;0,306;0,7176;103;78;183
1070;10PB;4;16;0,217;0,1373;12;0,1897;0,12;0,5643;0,1805;0,1172;0,52;0,4173;0,2863;0,7584;106;73;193
1071;10PB;4;18;0,212;0,1256;12;0,2025;0,12;0,6329;0,1925;0,1168;0,5832;0,4281;0,2643;0,7997;109;67;204
1072;10PB;4;20;0,2075;0,114;12;0,2184;0,12;0,7142;0,2073;0,1162;0,6581;0,4427;0,2335;0,8453;113;60;216
1073;10PB;4;22;0,2048;0,1064;12;0,231;0,12;0,7768;0,219;0,1158;0,7159;0,455;0,2052;0,8783;116;52;224
1074;10PB;4;24;0,202;0,0985;12;0,2461;0,12;0,8522;0,2331;0,1153;0,7853;0,4692;0,1641;0,916;120;42;234
1075;10PB;4;26;0,1994;0,0904;12;0,2647;0,12;0,9427;0,2505;0,1147;0,8688;0,4872;0,0892;0,9588;124;23;244
1078;2.5P;4;2;0,2962;0,2807;12;0,1266;0,12;0,1809;0,1225;0,1197;0,1666;0,3956;0,37;0,4346;101;94;111
1079;2.5P;4;4;0,2855;0,2531;12;0,1354;0,12;0,2188;0,1307;0,1195;0,2015;0,4093;0,3588;0,4799;104;91;122
1080;2.5P;4;6;0,2763;0,23;12;0,1442;0,12;0,2576;0,139;0,1192;0,2373;0,4221;0,3471;0,5212;108;89;133
1081;2.5P;4;8;0,2685;0,2089;12;0,1542;0,12;0,3002;0,1485;0,1189;0,2765;0,4374;0,3329;0,5623;112;85;143
1082;2.5P;4;10;0,2619;0,1903;12;0,1651;0,12;0,3454;0,1588;0,1186;0,3182;0,4538;0,3166;0,6021;116;81;154
1083;2.5P;4;12;0,2559;0,173;12;0,1775;0,12;0,3961;0,1705;0,1182;0,365;0,4718;0,2968;0,6431;120;76;164
1084;2.5P;4;14;0,2509;0,1585;12;0,19;0,12;0,4471;0,1823;0,1178;0,412;0,4892;0,2751;0,6811;125;70;174
1085;2.5P;4;16;0,2467;0,1452;12;0,2039;0,12;0,5026;0,1955;0,1174;0,4631;0,5085;0,248;0,7196;130;63;183
1086;2.5P;4;18;0,243;0,1332;12;0,2189;0,12;0,562;0,2097;0,117;0,5178;0,5287;0,2143;0,7581;135;55;193
1087;2.5P;4;20;0,2394;0,1221;12;0,2353;0,12;0,6275;0,2252;0,1165;0,5782;0,5491;0,1693;0,7977;140;43;203
1088;2.5P;4;22;0,2371;0,1143;12;0,2489;0,12;0,6809;0,2381;0,1161;0,6275;0,566;0,1184;0,8282;144;30;211
1094;5P;4;2;0,3022;0,2825;12;0,1284;0,12;0,1764;0,1243;0,1197;0,1624;0,4068;0,367;0,4291;104;94;109
1095;5P;4;4;0,2958;0,2565;12;0,1384;0,12;0,2095;0,1338;0,1195;0,1929;0,4287;0,3532;0,4696;109;90;120
1096;5P;4;6;0,2903;0,2347;12;0,1484;0,12;0,2429;0,1434;0,1192;0,2237;0,4493;0,3388;0,5065;115;86;129
1097;5P;4;8;0,2855;0,215;12;0,1593;0,12;0,2788;0,1539;0,1189;0,2568;0,4706;0,3221;0,5427;120;82;138
1098;5P;4;10;0,2814;0,1967;12;0,1717;0,12;0,3184;0,1657;0,1186;0,2933;0,4937;0,3019;0,5794;126;77;148
1099;5P;4;12;0,2778;0,1808;12;0,1844;0,12;0,3593;0,1778;0,1183;0,331;0,5162;0,2792;0,6145;132;71;157
1100;5P;4;14;0,2747;0,166;12;0,1986;0,12;0,4043;0,1914;0,118;0,3725;0,5403;0,2509;0,6502;138;64;166
1101;5P;4;16;0,2718;0,152;12;0,2146;0,12;0,4549;0,2067;0,1176;0,4191;0,566;0,2138;0,6876;144;55;175
1102;5P;4;18;0,2693;0,1408;12;0,2295;0,12;0,5028;0,221;0,1172;0,4632;0,5884;0,1713;0,7207;150;44;184
1103;5P;4;20;0,267;0,13;12;0,2465;0,12;0,5566;0,2373;0,1168;0,5129;0,6128;0,1024;0,7557;156;26;193
1110;7.5P;4;2;0,3093;0,2859;12;0,1298;0,12;0,1699;0,1258;0,1197;0,1564;0,4177;0,3643;0,4208;107;93;107
1111;7.5P;4;4;0,3084;0,2622;12;0,1411;0,12;0,1965;0,1368;0,1195;0,181;0,4483;0,3478;0,4548;114;89;116
1112;7.5P;4;6;0,3076;0,2416;12;0,1528;0,12;0,2239;0,148;0,1193;0,2062;0,4772;0,3298;0,4866;122;84;124
1113;7.5P;4;8;0,3066;0,2228;12;0,1651;0,12;0,2535;0,16;0,119;0,2335;0,5054;0,3093;0,5183;129;79;132
1114;7.5P;4;10;0,3056;0,206;12;0,178;0,12;0,2845;0,1724;0,1187;0,2621;0,5328;0,286;0,5492;136;73;140
1115;7.5P;4;12;0,3045;0,1905;12;0,1918;0,12;0,3181;0,1858;0,1184;0,293;0,56;0,2585;0,5802;143;66;148
1116;7.5P;4;14;0,3035;0,1755;12;0,2075;0,12;0,3562;0,201;0,1181;0,3282;0,5892;0,2222;0,6131;150;57;156
1117;7.5P;4;16;0,3028;0,1621;12;0,2242;0,12;0,3961;0,2171;0,1178;0,3649;0,6184;0,1745;0,6452;158;44;165
1118;7.5P;4;18;0,3016;0,15;12;0,2413;0,12;0,4387;0,2336;0,1174;0,4042;0,6461;0,1038;0,6773;165;26;173
1126;10P;4;2;0,3162;0,2902;12;0,1308;0,12;0,1628;0,1268;0,1198;0,1499;0,4264;0,3624;0,4114;109;92;105
1127;10P;4;4;0,321;0,2686;12;0,1434;0,12;0,1834;0,1392;0,1196;0,1688;0,4651;0,3431;0,439;119;87;112
1128;10P;4;6;0,3248;0,2493;12;0,1563;0,12;0,205;0,1518;0,1193;0,1888;0,5004;0,3219;0,4657;128;82;119
1129;10P;4;8;0,328;0,2318;12;0,1698;0,12;0,2279;0,165;0,1191;0,2099;0,534;0,298;0,492;136;76;125
1130;10P;4;10;0,3306;0,2162;12;0,1835;0,12;0,2515;0,1783;0,1188;0,2317;0,5654;0,2711;0,5175;144;69;132
1131;10P;4;12;0,3331;0,2014;12;0,1985;0,12;0,2774;0,1929;0,1186;0,2555;0,5975;0,2377;0,5436;152;61;139
1132;10P;4;14;0,3351;0,1875;12;0,2145;0,12;0,3055;0,2086;0,1183;0,2815;0,6292;0,1948;0,5703;160;50;145
1133;10P;4;16;0,337;0,1756;12;0,2303;0,12;0,3331;0,224;0,118;0,3068;0,6588;0,1384;0,595;168;35;152
1141;2.5RP;4;2;0,3231;0,2951;12;0,1314;0,12;0,1553;0,1276;0,1198;0,1429;0,4339;0,3609;0,4013;111;92;102
1142;2.5RP;4;4;0,334;0,277;12;0,1447;0,12;0,1685;0,1407;0,1196;0,1552;0,4784;0,3398;0,4202;122;87;107
1143;2.5RP;4;6;0,3442;0,2595;12;0,1592;0,12;0,1833;0,1549;0,1194;0,1688;0,5214;0,315;0,44;133;80;112
1144;2.5RP;4;8;0,3533;0,2438;12;0,1739;0,12;0,1983;0,1694;0,1192;0,1826;0,5609;0,2871;0,4591;143;73;117
1145;2.5RP;4;10;0,3608;0,2301;12;0,1882;0,12;0,2134;0,1835;0,119;0,1965;0,5958;0,2567;0,4773;152;65;122
1146;2.5RP;4;12;0,3683;0,2162;12;0,2044;0,12;0,2306;0,1995;0,1188;0,2124;0,6327;0,2159;0,4971;161;55;127
1147;2.5RP;4;14;0,3748;0,2039;12;0,2206;0,12;0,2479;0,2154;0,1185;0,2284;0,6666;0,1645;0,5161;170;42;132
1148;2.5RP;4;16;0,3807;0,1923;12;0,2376;0,12;0,2665;0,2321;0,1183;0,2454;0,7;0,0796;0,5353;179;20;137
1154;5RP;4;2;0,331;0,301;12;0,132;0,12;0,1467;0,1282;0,1198;0,1351;0,4417;0,3594;0,3892;113;92;99
1155;5RP;4;4;0,3491;0,2872;12;0,1459;0,12;0,152;0,142;0,1197;0,1399;0,4919;0,3366;0,3979;125;86;101
1156;5RP;4;6;0,3671;0,2733;12;0,1612;0,12;0,1579;0,1573;0,1195;0,1454;0,5405;0,3091;0,4073;138;79;104
1157;5RP;4;8;0,3833;0,26;12;0,1769;0,12;0,1646;0,1729;0,1193;0,1516;0,5849;0,2776;0,4175;149;71;106
1158;5RP;4;10;0,396;0,2489;12;0,1909;0,12;0,1712;0,1868;0,1192;0,1576;0,6209;0,2456;0,4272;158;63;109
1159;5RP;4;12;0,4104;0,2361;12;0,2086;0,12;0,1797;0,2043;0,119;0,1654;0,6627;0,1967;0,4391;169;50;112
1160;5RP;4;14;0,4225;0,2249;12;0,2254;0,12;0,1881;0,221;0,1188;0,1732;0,6995;0,1326;0,4507;178;34;115
1165;7.5RP;4;2;0,3371;0,3061;12;0,1322;0,12;0,1399;0,1285;0,1199;0,1288;0,4467;0,3586;0,3793;114;91;97
1166;7.5RP;4;4;0,3612;0,2963;12;0,1463;0,12;0,1387;0,1426;0,1198;0,1277;0,5005;0,3349;0,3788;128;85;97
1167;7.5RP;4;6;0,385;0,2859;12;0,1616;0,12;0,1381;0,1579;0,1196;0,1272;0,5512;0,3067;0,3793;141;78;97
1168;7.5RP;4;8;0,4072;0,275;12;0,1777;0,12;0,1387;0,174;0,1195;0,1277;0,5983;0,2735;0,3815;153;70;97
1169;7.5RP;4;10;0,4259;0,2651;12;0,1928;0,12;0,1399;0,189;0,1193;0,1288;0,6382;0,2374;0,3845;163;61;98
1170;7.5RP;4;12;0,445;0,2541;12;0,2102;0,12;0,1421;0,2063;0,1191;0,1308;0,6802;0,1863;0,3892;173;48;99
1171;7.5RP;4;14;0,4629;0,2437;12;0,2279;0,12;0,1445;0,2241;0,119;0,133;0,7199;0,1096;0,3941;184;28;100
1175;10RP;5;2;0,3332;0,3131;19,77;0,2104;0,1977;0,2233;0,2045;0,1976;0,2056;0,5434;0,4626;0,4712;139;118;120
1176;10RP;5;4;0,3594;0,309;19,77;0,2299;0,1977;0,2122;0,2242;0,1975;0,1953;0,6059;0,4383;0,4597;155;112;117
1177;10RP;5;6;0,3851;0,3039;19,77;0,2505;0,1977;0,2023;0,2448;0,1973;0,1862;0,6631;0,4109;0,4495;169;105;115
1178;10RP;5;8;0,4105;0,298;19,77;0,2723;0,1977;0,1934;0,2667;0,1972;0,178;0,7169;0,3793;0,4401;183;97;112
1179;10RP;5;10;0,4332;0,2918;19,77;0,2935;0,1977;0,1863;0,2879;0,197;0,1715;0,7641;0,3453;0,4329;195;88;110
1180;10RP;5;12;0,4579;0,2841;19,77;0,3186;0,1977;0,1795;0,3131;0,1968;0,1652;0,8151;0,2988;0,4261;208;76;109
1181;10RP;5;14;0,4767;0,2776;19,77;0,3395;0,1977;0,175;0,334;0,1966;0,161;0,8542;0,2526;0,4218;218;64;108
1182;10RP;5;16;0,4986;0,2695;19,77;0,3658;0,1977;0,1701;0,3603;0,1964;0,1565;0,9001;0,1751;0,4175;230;45;106
1185;2.5R;5;2;0,336;0,3158;19,77;0,2103;0,1977;0,218;0,2045;0,1976;0,2007;0,5459;0,4624;0,4651;139;118;119
